Date,Open,High,Low,Close,Adj Close,Volume
2019-10-17,140.500000,141.119995,140.419998,140.610001,140.610001,6131000
2019-10-18,140.500000,140.710007,140.320007,140.460007,140.460007,6416100
2019-10-21,140.720001,140.759995,139.600006,139.789993,139.789993,8306200
2019-10-22,140.130005,140.300003,139.720001,140.199997,140.199997,3879700
2019-10-23,140.589996,141.000000,140.500000,140.529999,140.529999,4155300
2019-10-24,141.020004,141.740005,140.929993,141.529999,141.529999,6174800
2019-10-25,142.789993,142.830002,141.399994,141.860001,141.860001,6011500
2019-10-28,141.250000,141.250000,140.399994,140.639999,140.639999,5441600
2019-10-29,140.000000,140.630005,139.779999,140.250000,140.250000,3835100
2019-10-30,140.539993,141.039993,139.550003,141.020004,141.020004,6992900
2019-10-31,141.979996,142.690002,141.889999,142.429993,142.429993,7050900
2019-11-01,142.210007,142.899994,142.009995,142.559998,142.559998,8090000
2019-11-04,142.259995,142.449997,141.740005,142.149994,142.149994,4740300
2019-11-05,140.649994,140.889999,139.380005,139.850006,139.850006,11782300
2019-11-06,140.119995,140.789993,140.000000,140.449997,140.449997,6416500
2019-11-07,140.110001,140.199997,137.600006,138.270004,138.270004,15214200
2019-11-08,137.729996,138.330002,137.389999,137.389999,137.389999,10377400
2019-11-11,137.610001,137.789993,136.440002,137.059998,137.059998,7037300
2019-11-12,137.029999,137.589996,136.190002,137.429993,137.429993,6448600
2019-11-13,137.800003,138.220001,137.639999,137.979996,137.979996,8776000
2019-11-14,138.389999,138.940002,137.869995,138.559998,138.559998,5220500
2019-11-15,138.029999,138.419998,137.970001,138.210007,138.210007,10106700
2019-11-18,138.440002,138.850006,138.300003,138.619995,138.619995,5717900
2019-11-19,138.130005,138.970001,138.130005,138.690002,138.690002,4824400
2019-11-20,138.529999,139.000000,138.100006,138.759995,138.759995,6892100
2019-11-21,138.389999,138.559998,137.770004,138.000000,138.000000,4197200
2019-11-22,138.369995,138.460007,137.660004,137.740005,137.740005,3620300
2019-11-25,137.320007,137.619995,136.990005,137.080002,137.080002,6415800
2019-11-26,136.979996,137.800003,136.580002,137.740005,137.740005,4724400
2019-11-27,137.029999,137.210007,136.830002,137.009995,137.009995,4111000
2019-11-29,137.100006,138.130005,137.080002,137.860001,137.860001,4516400
2019-12-02,137.320007,138.089996,137.300003,137.789993,137.789993,8274700
2019-12-03,139.039993,139.570007,138.970001,139.110001,139.110001,8481700
2019-12-04,139.160004,139.169998,138.589996,138.919998,138.919998,6322300
2019-12-05,138.800003,139.449997,138.789993,139.000000,139.000000,5671500
2019-12-06,137.759995,137.830002,137.399994,137.619995,137.619995,8714500
2019-12-09,137.800003,137.809998,137.449997,137.580002,137.580002,2711600
2019-12-10,138.250000,138.330002,137.740005,137.970001,137.970001,3240800
2019-12-11,138.199997,139.300003,138.119995,138.919998,138.919998,6097500
2019-12-12,139.779999,139.850006,137.880005,138.429993,138.429993,8815100
2019-12-13,138.520004,139.210007,137.979996,139.050003,139.050003,6964300
2019-12-16,139.199997,139.389999,138.800003,139.039993,139.039993,4646100
2019-12-17,139.020004,139.300003,138.850006,139.009995,139.009995,4287500
2019-12-18,138.860001,139.250000,138.809998,139.020004,139.020004,3607600
2019-12-19,139.039993,139.550003,138.869995,139.380005,139.380005,4975000
2019-12-20,139.369995,139.520004,138.979996,139.520004,139.520004,4463900
2019-12-23,139.529999,139.960007,139.529999,139.949997,139.949997,5180900
2019-12-24,140.440002,141.330002,140.429993,141.270004,141.270004,5303700
2019-12-26,142.059998,142.470001,141.910004,142.380005,142.380005,8342500
2019-12-27,142.259995,142.729996,142.169998,142.330002,142.330002,5119900
2019-12-30,142.559998,142.800003,142.460007,142.630005,142.630005,4810600
2019-12-31,143.309998,143.600006,142.800003,142.899994,142.899994,5313500
2020-01-02,143.860001,144.210007,143.399994,143.949997,143.949997,7733800
2020-01-03,145.750000,146.320007,145.399994,145.860001,145.860001,12272800
2020-01-06,148.440002,148.479996,146.949997,147.389999,147.389999,14403300
2020-01-07,147.570007,148.139999,147.429993,147.970001,147.970001,7978500
2020-01-08,148.490005,148.610001,146.139999,146.860001,146.860001,22248500
2020-01-09,146.070007,146.410004,145.440002,146.029999,146.029999,10292300
2020-01-10,146.220001,146.990005,146.169998,146.910004,146.910004,6183300
2020-01-13,146.350006,146.380005,145.779999,145.820007,145.820007,7593800
2020-01-14,145.419998,145.809998,145.080002,145.690002,145.690002,6589700
2020-01-15,146.210007,146.729996,145.820007,146.539993,146.539993,6510000
2020-01-16,146.270004,146.470001,145.759995,146.309998,146.309998,6069100
2020-01-17,146.509995,146.990005,146.309998,146.580002,146.580002,11121100
2020-01-21,145.770004,146.860001,145.550003,146.740005,146.740005,6086100
2020-01-22,146.679993,146.809998,146.380005,146.789993,146.789993,4778200
2020-01-23,147.000000,147.619995,146.619995,147.119995,147.119995,8419800
2020-01-24,146.899994,148.380005,146.889999,147.979996,147.979996,9919900
2020-01-27,149.240005,149.320007,148.460007,148.990005,148.990005,9988100
2020-01-28,148.360001,148.559998,147.529999,147.660004,147.660004,7543100
2020-01-29,147.699997,148.559998,147.610001,148.460007,148.460007,5013100
2020-01-30,148.690002,149.309998,148.009995,148.470001,148.470001,9119500
2020-01-31,148.880005,149.679993,148.809998,149.330002,149.330002,14788300
2020-02-03,148.660004,148.779999,147.679993,148.360001,148.360001,9115100
2020-02-04,146.970001,147.029999,145.800003,146.429993,146.429993,10525600
2020-02-05,146.380005,146.809998,146.160004,146.610001,146.610001,6160700
2020-02-06,147.279999,147.630005,147.000000,147.399994,147.399994,4819800
2020-02-07,147.830002,148.179993,147.339996,147.789993,147.789993,6379300
2020-02-10,148.210007,148.449997,147.910004,148.169998,148.169998,5793600
2020-02-11,148.029999,148.160004,147.009995,147.660004,147.660004,5179400
2020-02-12,147.419998,147.809998,147.160004,147.539993,147.539993,5040600
2020-02-13,148.240005,148.580002,147.949997,148.380005,148.380005,7082100
2020-02-14,148.740005,149.130005,148.630005,149.000000,149.000000,5345400
2020-02-18,149.880005,151.089996,149.470001,150.910004,150.910004,11524900
2020-02-19,151.000000,151.820007,150.820007,151.789993,151.789993,9269800
2020-02-20,152.000000,152.830002,151.949997,152.410004,152.410004,8457300
2020-02-21,154.429993,155.220001,154.179993,154.699997,154.699997,16344500
2020-02-24,158.500000,158.529999,155.360001,156.089996,156.089996,27171000
2020-02-25,155.119995,156.080002,152.910004,153.300003,153.300003,28091500
2020-02-26,153.820007,155.279999,152.899994,153.970001,153.970001,17912500
2020-02-27,155.580002,156.270004,153.899994,154.000000,154.000000,27878500
2020-02-28,152.710007,152.770004,147.050003,148.380005,148.380005,42707100
2020-03-02,150.000000,150.729996,149.039993,149.199997,149.199997,16295400
2020-03-03,150.839996,155.240005,150.740005,153.889999,153.889999,28687700
2020-03-04,154.399994,154.960007,153.699997,154.160004,154.160004,12315500
2020-03-05,156.059998,157.619995,155.720001,157.490005,157.490005,17973500
2020-03-06,158.330002,159.250000,154.539993,157.550003,157.550003,26973400
2020-03-09,158.600006,159.369995,156.330002,157.809998,157.809998,24868700
2020-03-10,156.179993,156.410004,154.389999,154.479996,154.479996,18811500
2020-03-11,156.250000,156.500000,153.610001,153.929993,153.929993,18159900
2020-03-12,151.529999,151.550003,146.850006,147.789993,147.789993,32893400
2020-03-13,149.419998,149.600006,141.580002,143.279999,143.279999,35177200
2020-03-16,137.559998,142.960007,136.119995,141.639999,141.639999,24496000
2020-03-17,140.179993,146.199997,139.929993,143.559998,143.559998,24490300
2020-03-18,141.750000,142.880005,138.500000,140.699997,140.699997,21953400
2020-03-19,139.080002,140.500000,137.850006,138.039993,138.039993,20828900
2020-03-20,140.710007,141.169998,139.139999,140.110001,140.110001,20056000
2020-03-23,142.679993,146.929993,142.279999,146.300003,146.300003,28275200
2020-03-24,153.500000,155.660004,152.050003,153.399994,153.399994,20743500
2020-03-25,152.580002,152.880005,151.009995,151.300003,151.300003,16457200
2020-03-26,153.309998,154.809998,152.080002,153.240005,153.240005,12778200
2020-03-27,153.000000,153.550003,152.000000,152.250000,152.250000,9824600
2020-03-30,152.410004,153.080002,151.570007,152.919998,152.919998,12080900
2020-03-31,151.360001,151.800003,147.970001,148.050003,148.050003,13319500
2020-04-01,148.199997,150.080002,147.850006,149.449997,149.449997,11827400
2020-04-02,151.199997,152.500000,150.699997,151.899994,151.899994,9188300
2020-04-03,152.229996,153.089996,151.660004,152.649994,152.649994,8467000
